ano,mes,estado,bioma,latitude,longitude,temperatura_media,precipitacao_mm,umidade_relativa,focos_queimadas,risco_queimadas
2013,9,Goiás,Cerrado,-16.0,-49.0,32.1,0.0,25.1,1039,Alto
2013,9,Maranhão,Cerrado,-5.0,-45.0,34.1,0.0,29.9,1751,Alto
2013,9,Mato Grosso,Cerrado,-13.0,-56.0,32.6,5.4,26.5,4844,Alto
2013,9,Mato Grosso do Sul,Cerrado,-20.0,-54.0,34.5,0.0,32.8,803,Alto
2013,9,Minas Gerais,Cerrado,-18.0,-44.0,35.7,7.6,30.5,971,Alto
2013,9,Pará,Amazônia,-3.0,-52.0,33.1,0.0,26.8,2943,Alto
2013,9,Pernambuco,Caatinga,-8.5,-37.5,33.7,8.4,22.0,787,Médio
2013,9,Piauí,Cerrado,-7.5,-42.5,34.3,0.0,32.8,1429,Alto
2013,9,Rondônia,Amazônia,-11.0,-63.0,33.6,47.0,34.9,1780,Alto
2013,9,Roraima,Amazônia,2.0,-61.0,32.9,0.0,32.0,844,Alto
2013,9,Tocantins,Cerrado,-10.0,-48.0,32.5,0.0,35.1,1686,Alto
2013,10,Acre,Amazônia,-9.0,-70.5,33.5,83.9,44.6,527,Médio
2013,10,Amapá,Amazônia,1.0,-52.0,32.5,34.0,41.4,233,Médio
2013,10,Amazonas,Amazônia,-3.5,-65.0,33.0,47.4,45.6,1906,Alto
2013,10,Bahia,Cerrado,-12.0,-41.0,32.5,53.4,45.2,1907,Alto
2013,10,Goiás,Cerrado,-16.0,-49.0,35.3,75.5,50.5,828,Alto
2013,10,Maranhão,Cerrado,-5.0,-45.0,31.8,61.6,40.8,1481,Alto
2013,10,Mato Grosso,Cerrado,-13.0,-56.0,30.7,91.0,38.8,3738,Alto
2013,10,Mato Grosso do Sul,Cerrado,-20.0,-54.0,32.7,107.6,41.0,734,Médio
2013,10,Minas Gerais,Cerrado,-18.0,-44.0,32.6,25.3,46.3,897,Alto
2013,10,Pará,Amazônia,-3.0,-52.0,33.6,50.3,47.0,2117,Alto
2013,10,Pernambuco,Caatinga,-8.5,-37.5,30.5,65.3,55.6,400,Médio
2013,10,Piauí,Cerrado,-7.5,-42.5,32.9,40.6,46.2,1257,Alto
2013,10,Rondônia,Amazônia,-11.0,-63.0,31.8,72.1,42.2,1221,Alto
2013,10,Roraima,Amazônia,2.0,-61.0,33.7,88.6,43.1,432,Médio
2013,10,Tocantins,Cerrado,-10.0,-48.0,36.0,66.5,41.3,1402,Alto
2013,11,Acre,Amazônia,-9.0,-70.5,31.6,121.8,78.4,187,Baixo
2013,11,Amapá,Amazônia,1.0,-52.0,29.5,130.9,72.7,87,Baixo
2013,11,Amazonas,Amazônia,-3.5,-65.0,30.4,147.9,66.6,764,Médio
2013,11,Bahia,Cerrado,-12.0,-41.0,29.3,156.1,72.9,756,Médio
2013,11,Goiás,Cerrado,-16.0,-49.0,29.8,162.8,70.4,222,Médio
2013,11,Maranhão,Cerrado,-5.0,-45.0,29.3,147.5,73.9,636,Médio
2013,11,Mato Grosso,Cerrado,-13.0,-56.0,27.7,177.7,68.5,1090,Alto
2013,11,Mato Grosso do Sul,Cerrado,-20.0,-54.0,30.6,189.1,64.3,290,Médio
2013,11,Minas Gerais,Cerrado,-18.0,-44.0,28.6,119.4,60.8,337,Médio
2013,11,Pará,Amazônia,-3.0,-52.0,30.6,127.6,70.8,727,Médio
2013,11,Pernambuco,Caatinga,-8.5,-37.5,29.8,162.4,77.0,135,Baixo
2013,11,Piauí,Cerrado,-7.5,-42.5,28.5,147.0,70.9,458,Médio
2013,11,Rondônia,Amazônia,-11.0,-63.0,31.4,158.2,64.5,621,Médio
2013,11,Roraima,Amazônia,2.0,-61.0,29.7,157.4,73.0,190,Baixo
2013,11,Tocantins,Cerrado,-10.0,-48.0,33.3,153.9,71.0,335,Médio
2013,12,Acre,Amazônia,-9.0,-70.5,29.7,122.5,77.8,75,Baixo
2013,12,Amapá,Amazônia,1.0,-52.0,29.5,153.1,77.3,49,Baixo
2013,12,Amazonas,Amazônia,-3.5,-65.0,28.0,169.3,77.8,383,Médio
2013,12,Bahia,Cerrado,-12.0,-41.0,28.0,167.0,75.6,337,Médio
2013,12,Goiás,Cerrado,-16.0,-49.0,28.6,197.2,75.9,136,Baixo
2013,12,Maranhão,Cerrado,-5.0,-45.0,28.6,202.8,78.2,340,Médio
2013,12,Mato Grosso,Cerrado,-13.0,-56.0,27.5,170.1,71.5,643,Médio
2013,12,Mato Grosso do Sul,Cerrado,-20.0,-54.0,25.1,191.7,70.7,132,Baixo
2013,12,Minas Gerais,Cerrado,-18.0,-44.0,29.2,142.3,82.1,193,Baixo
2013,12,Pará,Amazônia,-3.0,-52.0,29.7,137.0,74.3,481,Médio
2013,12,Pernambuco,Caatinga,-8.5,-37.5,27.5,196.4,73.2,82,Baixo
2013,12,Piauí,Cerrado,-7.5,-42.5,30.7,169.8,77.4,151,Baixo
2013,12,Rondônia,Amazônia,-11.0,-63.0,29.8,153.7,79.6,176,Baixo
2013,12,Roraima,Amazônia,2.0,-61.0,28.0,121.2,74.8,110,Baixo
2013,12,Tocantins,Cerrado,-10.0,-48.0,28.4,161.7,75.4,166,Baixo
2014,1,Acre,Amazônia,-9.0,-70.5,26.5,149.7,87.4,93,Baixo
2014,1,Amapá,Amazônia,1.0,-52.0,29.4,203.5,78.2,47,Baixo
2014,1,Amazonas,Amazônia,-3.5,-65.0,28.3,204.8,74.4,228,Médio
2014,1,Bahia,Cerrado,-12.0,-41.0,27.1,195.6,85.8,215,Médio
2014,1,Goiás,Cerrado,-16.0,-49.0,30.6,193.1,82.3,68,Baixo
2014,1,Maranhão,Cerrado,-5.0,-45.0,27.6,177.4,80.5,156,Baixo
2014,1,Mato Grosso,Cerrado,-13.0,-56.0,27.7,187.5,84.0,507,Médio
2014,1,Mato Grosso do Sul,Cerrado,-20.0,-54.0,27.5,156.9,77.5,88,Baixo
2014,1,Minas Gerais,Cerrado,-18.0,-44.0,30.4,196.4,85.0,153,Baixo
2014,1,Pará,Amazônia,-3.0,-52.0,29.6,172.2,90.8,416,Médio
2014,1,Pernambuco,Caatinga,-8.5,-37.5,31.7,159.9,78.9,81,Baixo
2014,1,Piauí,Cerrado,-7.5,-42.5,27.3,170.1,73.6,145,Baixo
2014,1,Rondônia,Amazônia,-11.0,-63.0,28.6,166.9,82.3,191,Baixo
2014,1,Roraima,Amazônia,2.0,-61.0,31.8,211.1,89.0,98,Baixo
2014,1,Tocantins,Cerrado,-10.0,-48.0,28.1,185.7,73.3,155,Baixo
2014,2,Acre,Amazônia,-9.0,-70.5,28.1,158.8,85.6,72,Baixo
2014,2,Amapá,Amazônia,1.0,-52.0,28.5,156.6,75.5,23,Baixo
2014,2,Amazonas,Amazônia,-3.5,-65.0,28.2,191.3,79.8,228,Médio
2014,2,Bahia,Cerrado,-12.0,-41.0,30.4,199.1,80.3,150,Baixo
2014,2,Goiás,Cerrado,-16.0,-49.0,29.4,200.0,88.2,61,Baixo
2014,2,Maranhão,Cerrado,-5.0,-45.0,28.9,219.6,82.2,146,Baixo
2014,2,Mato Grosso,Cerrado,-13.0,-56.0,28.8,159.7,83.0,452,Médio
2014,2,Mato Grosso do Sul,Cerrado,-20.0,-54.0,28.2,168.6,78.1,94,Baixo
2014,2,Minas Gerais,Cerrado,-18.0,-44.0,26.6,202.2,76.4,147,Baixo
2014,2,Pará,Amazônia,-3.0,-52.0,30.9,203.4,84.7,332,Médio
2014,2,Pernambuco,Caatinga,-8.5,-37.5,27.9,151.6,88.3,50,Baixo
2014,2,Piauí,Cerrado,-7.5,-42.5,29.6,178.1,89.6,149,Baixo
2014,2,Rondônia,Amazônia,-11.0,-63.0,27.5,186.2,73.5,183,Baixo
2014,2,Roraima,Amazônia,2.0,-61.0,30.3,173.4,80.3,79,Baixo
2014,2,Tocantins,Cerrado,-10.0,-48.0,32.4,221.8,84.1,167,Baixo
2014,3,Acre,Amazônia,-9.0,-70.5,26.3,207.3,77.2,82,Baixo
2014,3,Amapá,Amazônia,1.0,-52.0,29.4,171.3,74.2,29,Baixo
2014,3,Amazonas,Amazônia,-3.5,-65.0,32.4,184.5,76.6,246,Médio
2014,3,Bahia,Cerrado,-12.0,-41.0,28.4,185.8,82.9,253,Médio
2014,3,Goiás,Cerrado,-16.0,-49.0,27.9,159.6,80.7,83,Baixo
2014,3,Maranhão,Cerrado,-5.0,-45.0,30.0,126.5,84.0,164,Baixo
2014,3,Mato Grosso,Cerrado,-13.0,-56.0,29.5,181.9,86.6,354,Médio
2014,3,Mato Grosso do Sul,Cerrado,-20.0,-54.0,27.2,206.0,70.3,120,Baixo
2014,3,Minas Gerais,Cerrado,-18.0,-44.0,30.4,193.6,78.9,171,Baixo
2014,3,Pará,Amazônia,-3.0,-52.0,31.7,206.2,85.1,327,Médio
2014,3,Pernambuco,Caatinga,-8.5,-37.5,31.1,172.9,77.0,70,Baixo
2014,3,Piauí,Cerrado,-7.5,-42.5,24.3,186.1,78.1,151,Baixo
2014,3,Rondônia,Amazônia,-11.0,-63.0,28.3,172.9,83.5,222,Médio
2014,3,Roraima,Amazônia,2.0,-61.0,25.9,202.7,79.0,103,Baixo
2014,3,Tocantins,Cerrado,-10.0,-48.0,27.5,144.7,79.6,181,Baixo
2014,4,Acre,Amazônia,-9.0,-70.5,29.6,180.9,74.6,124,Baixo
2014,4,Amapá,Amazônia,1.0,-52.0,24.5,164.0,87.6,53,Baixo
2014,4,Amazonas,Amazônia,-3.5,-65.0,28.7,168.9,73.1,443,Médio
2014,4,Bahia,Cerrado,-12.0,-41.0,30.1,147.9,79.0,390,Médio
2014,4,Goiás,Cerrado,-16.0,-49.0,30.6,167.1,78.3,160,Baixo
2014,4,Maranhão,Cerrado,-5.0,-45.0,30.0,167.4,77.8,395,Médio
2014,4,Mato Grosso,Cerrado,-13.0,-56.0,31.1,167.6,77.4,513,Médio
2014,4,Mato Grosso do Sul,Cerrado,-20.0,-54.0,27.8,156.8,78.5,173,Baixo
2014,4,Minas Gerais,Cerrado,-18.0,-44.0,26.9,174.6,79.2,194,Baixo
2014,4,Pará,Amazônia,-3.0,-52.0,27.7,156.2,72.9,658,Médio
2014,4,Pernambuco,Caatinga,-8.5,-37.5,27.8,160.1,77.2,116,Baixo
2014,4,Piauí,Cerrado,-7.5,-42.5,29.8,214.1,77.6,269,Médio
2014,4,Rondônia,Amazônia,-11.0,-63.0,27.8,175.0,71.8,269,Médio
2014,4,Roraima,Amazônia,2.0,-61.0,27.7,174.7,72.1,102,Baixo
2014,4,Tocantins,Cerrado,-10.0,-48.0,29.7,170.8,74.5,219,Médio
2014,5,Acre,Amazônia,-9.0,-70.5,28.8,130.0,67.6,263,Médio
2014,5,Amapá,Amazônia,1.0,-52.0,29.5,165.7,75.9,129,Baixo
2014,5,Amazonas,Amazônia,-3.5,-65.0,28.4,117.1,70.5,874,Alto
2014,5,Bahia,Cerrado,-12.0,-41.0,31.1,165.7,73.3,710,Médio
2014,5,Goiás,Cerrado,-16.0,-49.0,29.8,174.2,69.6,367,Médio
2014,5,Maranhão,Cerrado,-5.0,-45.0,27.6,153.3,76.8,677,Médio
2014,5,Mato Grosso,Cerrado,-13.0,-56.0,29.7,126.5,70.0,1559,Alto
2014,5,Mato Grosso do Sul,Cerrado,-20.0,-54.0,30.4,131.3,71.0,420,Médio
2014,5,Minas Gerais,Cerrado,-18.0,-44.0,29.3,137.9,65.2,412,Médio
2014,5,Pará,Amazônia,-3.0,-52.0,29.4,114.7,74.4,1166,Alto
2014,5,Pernambuco,Caatinga,-8.5,-37.5,30.1,172.4,65.0,196,Baixo
2014,5,Piauí,Cerrado,-7.5,-42.5,33.7,129.9,73.0,553,Médio
2014,5,Rondônia,Amazônia,-11.0,-63.0,29.2,169.0,70.6,497,Médio
2014,5,Roraima,Amazônia,2.0,-61.0,30.5,169.0,77.2,205,Médio
2014,5,Tocantins,Cerrado,-10.0,-48.0,29.1,171.6,70.3,407,Médio
2014,6,Acre,Amazônia,-9.0,-70.5,33.3,88.7,61.5,417,Médio
2014,6,Amapá,Amazônia,1.0,-52.0,31.4,97.1,54.7,174,Baixo
2014,6,Amazonas,Amazônia,-3.5,-65.0,33.5,91.5,50.0,1606,Alto
2014,6,Bahia,Cerrado,-12.0,-41.0,32.9,65.1,55.6,1409,Alto
2014,6,Goiás,Cerrado,-16.0,-49.0,33.3,97.5,58.3,590,Médio
2014,6,Maranhão,Cerrado,-5.0,-45.0,30.2,98.5,49.1,1394,Alto
2014,6,Mato Grosso,Cerrado,-13.0,-56.0,34.0,85.6,61.1,2597,Alto
2014,6,Mato Grosso do Sul,Cerrado,-20.0,-54.0,32.1,101.8,58.2,585,Médio
2014,6,Minas Gerais,Cerrado,-18.0,-44.0,34.5,112.6,48.4,1079,Alto
2014,6,Pará,Amazônia,-3.0,-52.0,30.8,80.7,52.9,2071,Alto
2014,6,Pernambuco,Caatinga,-8.5,-37.5,31.9,83.3,58.8,497,Médio
2014,6,Piauí,Cerrado,-7.5,-42.5,30.8,90.2,56.7,791,Médio
2014,6,Rondônia,Amazônia,-11.0,-63.0,33.9,89.9,61.1,1467,Alto
2014,6,Roraima,Amazônia,2.0,-61.0,31.4,72.5,60.5,527,Médio
2014,6,Tocantins,Cerrado,-10.0,-48.0,33.4,84.0,57.6,1233,Alto
2014,7,Acre,Amazônia,-9.0,-70.5,35.1,32.3,30.3,910,Alto
2014,7,Amapá,Amazônia,1.0,-52.0,33.6,3.1,45.9,482,Médio
2014,7,Amazonas,Amazônia,-3.5,-65.0,35.6,33.2,33.1,1822,Alto
2014,7,Bahia,Cerrado,-12.0,-41.0,34.4,25.3,38.2,3185,Alto
2014,7,Goiás,Cerrado,-16.0,-49.0,33.8,39.1,43.1,1002,Alto
2014,7,Maranhão,Cerrado,-5.0,-45.0,36.6,34.7,31.8,1506,Alto
2014,7,Mato Grosso,Cerrado,-13.0,-56.0,33.5,0.0,33.5,5030,Alto
2014,7,Mato Grosso do Sul,Cerrado,-20.0,-54.0,35.0,49.5,33.2,1209,Alto
2014,7,Minas Gerais,Cerrado,-18.0,-44.0,34.3,40.0,21.5,1268,Alto
2014,7,Pará,Amazônia,-3.0,-52.0,34.6,56.8,33.9,2688,Alto
2014,7,Pernambuco,Caatinga,-8.5,-37.5,33.1,23.9,31.3,654,Médio
2014,7,Piauí,Cerrado,-7.5,-42.5,33.7,49.6,38.1,1525,Alto
2014,7,Rondônia,Amazônia,-11.0,-63.0,32.4,0.0,39.8,2347,Alto
2014,7,Roraima,Amazônia,2.0,-61.0,36.0,0.0,38.9,861,Alto
2014,7,Tocantins,Cerrado,-10.0,-48.0,34.1,43.2,30.4,1293,Alto
2014,8,Acre,Amazônia,-9.0,-70.5,33.2,0.0,20.0,745,Médio
2014,8,Amapá,Amazônia,1.0,-52.0,35.3,0.0,24.2,502,Médio
2014,8,Amazonas,Amazônia,-3.5,-65.0,32.9,0.0,25.4,2004,Alto
2014,8,Bahia,Cerrado,-12.0,-41.0,32.5,0.0,26.3,3398,Alto
2014,8,Goiás,Cerrado,-16.0,-49.0,36.5,0.0,20.0,1050,Alto
2014,8,Maranhão,Cerrado,-5.0,-45.0,36.8,0.0,34.5,3249,Alto
2014,8,Mato Grosso,Cerrado,-13.0,-56.0,32.4,0.0,24.2,4287,Alto
2014,8,Mato Grosso do Sul,Cerrado,-20.0,-54.0,34.5,0.0,33.1,1051,Alto
2014,8,Minas Gerais,Cerrado,-18.0,-44.0,36.0,2.4,22.3,2176,Alto
2014,8,Pará,Amazônia,-3.0,-52.0,33.0,5.7,22.1,4757,Alto
2014,8,Pernambuco,Caatinga,-8.5,-37.5,35.2,0.0,28.8,976,Alto
2014,8,Piauí,Cerrado,-7.5,-42.5,33.6,12.2,24.5,1972,Alto
2014,8,Rondônia,Amazônia,-11.0,-63.0,36.2,0.0,26.3,2068,Alto
2014,8,Roraima,Amazônia,2.0,-61.0,34.9,0.0,24.3,767,Médio
2014,8,Tocantins,Cerrado,-10.0,-48.0,35.1,0.0,21.7,1922,Alto
2014,9,Acre,Amazônia,-9.0,-70.5,33.7,9.2,24.3,591,Médio
2014,9,Amapá,Amazônia,1.0,-52.0,32.7,0.0,29.9,465,Médio
2014,9,Amazonas,Amazônia,-3.5,-65.0,34.8,0.0,26.8,2590,Alto
2014,9,Bahia,Cerrado,-12.0,-41.0,35.8,0.0,35.9,3103,Alto
2014,9,Goiás,Cerrado,-16.0,-49.0,36.6,29.9,27.2,988,Alto
2014,9,Maranhão,Cerrado,-5.0,-45.0,36.0,0.0,37.2,2710,Alto
2014,9,Mato Grosso,Cerrado,-13.0,-56.0,33.1,19.1,36.4,6308,Alto
2014,9,Mato Grosso do Sul,Cerrado,-20.0,-54.0,34.0,0.0,27.8,896,Alto
2014,9,Minas Gerais,Cerrado,-18.0,-44.0,36.1,24.5,24.5,1502,Alto
2014,9,Pará,Amazônia,-3.0,-52.0,33.8,3.9,30.8,3786,Alto
2014,9,Pernambuco,Caatinga,-8.5,-37.5,35.4,2.1,27.8,525,Médio
2014,9,Piauí,Cerrado,-7.5,-42.5,35.0,1.1,24.3,1198,Alto
2014,9,Rondônia,Amazônia,-11.0,-63.0,33.6,37.5,24.0,1847,Alto
2014,9,Roraima,Amazônia,2.0,-61.0,34.3,24.2,24.1,1000,Alto
2014,9,Tocantins,Cerrado,-10.0,-48.0,35.0,7.2,29.3,1676,Alto
2014,10,Acre,Amazônia,-9.0,-70.5,32.6,34.0,43.2,434,Médio
2014,10,Amapá,Amazônia,1.0,-52.0,33.5,48.8,46.4,357,Médio
2014,10,Amazonas,Amazônia,-3.5,-65.0,32.4,88.0,47.8,1462,Alto
2014,10,Bahia,Cerrado,-12.0,-41.0,32.5,46.6,35.1,2230,Alto
2014,10,Goiás,Cerrado,-16.0,-49.0,35.7,47.0,38.6,549,Médio
2014,10,Maranhão,Cerrado,-5.0,-45.0,35.4,100.6,48.2,1612,Alto
2014,10,Mato Grosso,Cerrado,-13.0,-56.0,34.6,63.4,44.5,3538,Alto
2014,10,Mato Grosso do Sul,Cerrado,-20.0,-54.0,29.0,50.3,50.5,978,Alto
2014,10,Minas Gerais,Cerrado,-18.0,-44.0,33.9,52.6,39.5,1226,Alto
2014,10,Pará,Amazônia,-3.0,-52.0,32.4,54.1,46.1,3748,Alto
2014,10,Pernambuco,Caatinga,-8.5,-37.5,32.8,61.1,50.2,492,Médio
2014,10,Piauí,Cerrado,-7.5,-42.5,33.7,48.6,46.9,1203,Alto
2014,10,Rondônia,Amazônia,-11.0,-63.0,33.5,66.6,34.8,1204,Alto
2014,10,Roraima,Amazônia,2.0,-61.0,36.8,25.9,46.3,697,Médio
2014,10,Tocantins,Cerrado,-10.0,-48.0,33.6,34.7,40.6,1117,Alto
2014,11,Acre,Amazônia,-9.0,-70.5,28.4,132.9,67.0,229,Médio
2014,11,Amapá,Amazônia,1.0,-52.0,28.8,143.1,66.0,135,Baixo
2014,11,Amazonas,Amazônia,-3.5,-65.0,31.9,200.3,68.7,868,Alto
2014,11,Bahia,Cerrado,-12.0,-41.0,27.7,128.1,66.6,1017,Alto
2014,11,Goiás,Cerrado,-16.0,-49.0,31.6,160.2,71.8,214,Médio
2014,11,Maranhão,Cerrado,-5.0,-45.0,30.1,185.1,68.8,710,Médio
2014,11,Mato Grosso,Cerrado,-13.0,-56.0,30.8,169.3,69.0,1761,Alto
2014,11,Mato Grosso do Sul,Cerrado,-20.0,-54.0,30.6,154.4,67.0,397,Médio
2014,11,Minas Gerais,Cerrado,-18.0,-44.0,31.2,156.3,73.6,489,Médio
2014,11,Pará,Amazônia,-3.0,-52.0,29.7,151.7,72.6,1190,Alto
2014,11,Pernambuco,Caatinga,-8.5,-37.5,29.8,129.7,73.3,145,Baixo
2014,11,Piauí,Cerrado,-7.5,-42.5,29.3,146.6,73.0,401,Médio
2014,11,Rondônia,Amazônia,-11.0,-63.0,30.7,87.2,73.3,405,Médio
2014,11,Roraima,Amazônia,2.0,-61.0,31.4,129.6,69.9,242,Médio
2014,11,Tocantins,Cerrado,-10.0,-48.0,28.6,154.1,65.1,606,Médio
2014,12,Acre,Amazônia,-9.0,-70.5,30.3,169.8,74.0,99,Baixo
2014,12,Amapá,Amazônia,1.0,-52.0,27.6,167.5,73.6,49,Baixo
2014,12,Amazonas,Amazônia,-3.5,-65.0,27.7,154.2,81.6,318,Médio
2014,12,Bahia,Cerrado,-12.0,-41.0,30.5,228.2,79.5,344,Médio
2014,12,Goiás,Cerrado,-16.0,-49.0,30.6,160.5,77.6,123,Baixo
2014,12,Maranhão,Cerrado,-5.0,-45.0,31.6,197.8,78.5,264,Médio
2014,12,Mato Grosso,Cerrado,-13.0,-56.0,29.0,178.5,84.3,551,Médio
2014,12,Mato Grosso do Sul,Cerrado,-20.0,-54.0,28.1,176.0,73.4,119,Baixo
2014,12,Minas Gerais,Cerrado,-18.0,-44.0,28.1,136.3,77.4,166,Baixo
2014,12,Pará,Amazônia,-3.0,-52.0,28.6,142.2,76.8,618,Médio
2014,12,Pernambuco,Caatinga,-8.5,-37.5,29.2,168.5,81.3,127,Baixo
2014,12,Piauí,Cerrado,-7.5,-42.5,28.2,190.5,78.8,218,Médio
2014,12,Rondônia,Amazônia,-11.0,-63.0,26.9,173.2,82.5,276,Médio
2014,12,Roraima,Amazônia,2.0,-61.0,28.4,176.1,81.6,114,Baixo
2014,12,Tocantins,Cerrado,-10.0,-48.0,28.2,189.9,80.3,303,Médio
2015,1,Acre,Amazônia,-9.0,-70.5,29.0,170.3,67.8,112,Baixo
2015,1,Amapá,Amazônia,1.0,-52.0,28.7,162.0,83.7,36,Baixo
2015,1,Amazonas,Amazônia,-3.5,-65.0,28.4,192.4,75.9,357,Médio
2015,1,Bahia,Cerrado,-12.0,-41.0,29.1,174.6,90.5,447,Médio
2015,1,Goiás,Cerrado,-16.0,-49.0,26.8,214.9,75.5,160,Baixo
2015,1,Maranhão,Cerrado,-5.0,-45.0,25.2,153.9,72.9,209,Médio
2015,1,Mato Grosso,Cerrado,-13.0,-56.0,28.1,173.2,80.7,595,Médio
2015,1,Mato Grosso do Sul,Cerrado,-20.0,-54.0,29.8,207.5,84.1,138,Baixo
2015,1,Minas Gerais,Cerrado,-18.0,-44.0,29.6,160.6,72.2,152,Baixo
2015,1,Pará,Amazônia,-3.0,-52.0,28.7,185.9,76.9,607,Médio
2015,1,Pernambuco,Caatinga,-8.5,-37.5,28.3,162.1,67.2,92,Baixo
2015,1,Piauí,Cerrado,-7.5,-42.5,27.8,151.5,74.3,148,Baixo
2015,1,Rondônia,Amazônia,-11.0,-63.0,28.6,194.0,72.8,214,Médio
2015,1,Roraima,Amazônia,2.0,-61.0,29.6,164.4,72.9,85,Baixo
2015,1,Tocantins,Cerrado,-10.0,-48.0,27.9,211.0,81.6,193,Baixo
2015,2,Acre,Amazônia,-9.0,-70.5,28.2,184.1,81.1,81,Baixo
2015,2,Amapá,Amazônia,1.0,-52.0,30.2,162.2,85.2,37,Baixo
2015,2,Amazonas,Amazônia,-3.5,-65.0,28.5,196.5,75.1,302,Médio
2015,2,Bahia,Cerrado,-12.0,-41.0,26.1,169.0,80.5,334,Médio
2015,2,Goiás,Cerrado,-16.0,-49.0,27.6,192.4,76.0,121,Baixo
2015,2,Maranhão,Cerrado,-5.0,-45.0,26.6,156.2,81.8,276,Médio
2015,2,Mato Grosso,Cerrado,-13.0,-56.0,29.5,197.4,79.2,369,Médio
2015,2,Mato Grosso do Sul,Cerrado,-20.0,-54.0,28.5,190.2,74.7,102,Baixo
2015,2,Minas Gerais,Cerrado,-18.0,-44.0,26.0,171.7,80.8,198,Baixo
2015,2,Pará,Amazônia,-3.0,-52.0,30.2,188.0,88.7,534,Médio
2015,2,Pernambuco,Caatinga,-8.5,-37.5,28.4,163.8,80.2,92,Baixo
2015,2,Piauí,Cerrado,-7.5,-42.5,28.1,194.9,85.9,187,Baixo
2015,2,Rondônia,Amazônia,-11.0,-63.0,27.6,205.2,77.3,210,Médio
2015,2,Roraima,Amazônia,2.0,-61.0,26.8,190.5,83.5,87,Baixo
2015,2,Tocantins,Cerrado,-10.0,-48.0,28.6,199.0,84.4,182,Baixo
2015,3,Acre,Amazônia,-9.0,-70.5,26.2,185.7,90.1,77,Baixo
2015,3,Amapá,Amazônia,1.0,-52.0,31.7,177.1,78.2,48,Baixo
2015,3,Amazonas,Amazônia,-3.5,-65.0,28.6,198.8,76.9,317,Médio
2015,3,Bahia,Cerrado,-12.0,-41.0,29.3,162.8,84.2,394,Médio
2015,3,Goiás,Cerrado,-16.0,-49.0,26.7,194.1,84.4,147,Baixo
2015,3,Maranhão,Cerrado,-5.0,-45.0,26.6,185.3,80.2,232,Médio
2015,3,Mato Grosso,Cerrado,-13.0,-56.0,28.2,191.0,81.9,549,Médio
2015,3,Mato Grosso do Sul,Cerrado,-20.0,-54.0,29.1,194.4,79.0,130,Baixo
2015,3,Minas Gerais,Cerrado,-18.0,-44.0,27.2,191.4,87.4,194,Baixo
2015,3,Pará,Amazônia,-3.0,-52.0,25.3,212.7,72.9,379,Médio
2015,3,Pernambuco,Caatinga,-8.5,-37.5,25.8,202.2,76.6,94,Baixo
2015,3,Piauí,Cerrado,-7.5,-42.5,27.6,155.1,72.0,239,Médio
2015,3,Rondônia,Amazônia,-11.0,-63.0,26.2,191.2,90.1,193,Baixo
2015,3,Roraima,Amazônia,2.0,-61.0,27.9,178.9,75.6,83,Baixo
2015,3,Tocantins,Cerrado,-10.0,-48.0,29.2,182.4,76.8,230,Médio
2015,4,Acre,Amazônia,-9.0,-70.5,30.1,200.6,71.3,131,Baixo
2015,4,Amapá,Amazônia,1.0,-52.0,27.2,168.0,83.2,68,Baixo
2015,4,Amazonas,Amazônia,-3.5,-65.0,28.9,153.9,75.5,619,Médio
2015,4,Bahia,Cerrado,-12.0,-41.0,25.0,177.0,79.7,491,Médio
2015,4,Goiás,Cerrado,-16.0,-49.0,28.8,186.8,64.7,142,Baixo
2015,4,Maranhão,Cerrado,-5.0,-45.0,26.7,172.8,71.2,385,Médio
2015,4,Mato Grosso,Cerrado,-13.0,-56.0,31.3,175.1,73.0,1205,Alto
2015,4,Mato Grosso do Sul,Cerrado,-20.0,-54.0,26.2,179.4,75.0,181,Baixo
2015,4,Minas Gerais,Cerrado,-18.0,-44.0,29.5,193.7,81.2,319,Médio
2015,4,Pará,Amazônia,-3.0,-52.0,29.9,142.2,87.4,817,Alto
2015,4,Pernambuco,Caatinga,-8.5,-37.5,29.6,202.2,68.9,149,Baixo
2015,4,Piauí,Cerrado,-7.5,-42.5,30.7,153.4,75.2,287,Médio
2015,4,Rondônia,Amazônia,-11.0,-63.0,26.9,201.2,75.5,384,Médio
2015,4,Roraima,Amazônia,2.0,-61.0,27.3,151.3,80.9,200,Médio
2015,4,Tocantins,Cerrado,-10.0,-48.0,29.4,165.7,79.7,260,Médio
2015,5,Acre,Amazônia,-9.0,-70.5,29.9,129.8,65.8,364,Médio
2015,5,Amapá,Amazônia,1.0,-52.0,31.1,157.5,72.5,114,Baixo
2015,5,Amazonas,Amazônia,-3.5,-65.0,30.6,157.4,70.5,707,Médio
2015,5,Bahia,Cerrado,-12.0,-41.0,28.9,120.0,63.9,1405,Alto
2015,5,Goiás,Cerrado,-16.0,-49.0,30.8,163.0,68.5,469,Médio
2015,5,Maranhão,Cerrado,-5.0,-45.0,31.1,162.3,69.6,958,Alto
2015,5,Mato Grosso,Cerrado,-13.0,-56.0,28.3,146.7,65.2,1960,Alto
2015,5,Mato Grosso do Sul,Cerrado,-20.0,-54.0,32.3,98.2,69.6,373,Médio
2015,5,Minas Gerais,Cerrado,-18.0,-44.0,30.5,161.6,72.3,741,Médio
